"Location","nation","Country","gender","field_research","Country_work","PhD_Year","what_participant_group"
"Israel","Israel","Israel","Male","Physical Science (eg. math, physics, chemistry, computer science)","Israel","","Senior academic researcher with >10 years of experience applying for research grants"
"Japan","Japan","Japan","Male","Natural Science","Bangladesh","2001","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Engineering","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"California","United States","United States","Male","Natural Science","United States","1982","Senior academic researcher with >10 years of experience applying for research grants"
"Colombia","Colombia","Colombia","Male","Engineering","Colombia","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Nigeria","Nigeria","Nigeria","Female","Natural Science","Nigeria","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Nevada","United States","United States","Male","Natural Science","United States","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Israel","Israel","Israel","Male","Engineering","Israel","1997","Senior academic researcher with >10 years of experience applying for research grants"
"Mozambique","Mozambique","Mozambique","Male","Medicine and Life Science","Mozambique","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience"
"Malaysia","Malaysia","Malaysia","Male","Medicine and Life Science","Malaysia","1995","Senior academic researcher with >10 years of experience applying for research grants"
"Taiwan","Taiwan","Taiwan","Male","Medicine and Life Science","Taiwan","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Dominican Republic","Dominican Republic","Dominican Republic","Male","Engineering","Dominican Republic","I did not complete a PhD","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"Massachusetts","United States","United States","Male","Interdisciplinary Science","United States","1980","Senior academic researcher with >10 years of experience applying for research grants"
"Russian Federation","Canada","Russian Federation","Male","Engineering","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Other","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Female","Engineering","Canada","2000","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"Indonesia","Canada","Indonesia","Male","Engineering","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"California","United States","United States","Female","Physical Science (eg. math, physics, chemistry, computer science)","United States","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Nepal","Nepal","Nepal","Male","Medicine and Life Science","Nepal","","Senior academic researcher with >10 years of experience applying for research grants"
"India","India","India","Male","Medicine and Life Science","India","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Japan","Japan","Japan","Male","Natural Science","Japan","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Iowa","United States","United States","Male","Natural Science","United States","1991","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2005","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Interdisciplinary Science","Canada","2005","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Interdisciplinary Science","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Alberta","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2013","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Saskatchewan","Canada","Canada","Male","Natural Science","Canada","1984","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Natural Science","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Lebanon","Lebanon","Lebanon","Female","Engineering","Lebanon","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Engineering","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Hawaii","Canada","United States","Female","Social Science / Humanities","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","Canada","","Female","Natural Science","Canada","2005","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Australia","Australia","Australia","Female","Medicine and Life Science","Australia","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Malaysia","Malaysia","Malaysia","Female","Engineering","Malaysia","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1981","Senior academic researcher with >10 years of experience applying for research grants"
"Germany","Germany","Germany","Male","Medicine and Life Science","Germany","2014","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Switzerland","United Kingdom","Switzerland","Female","Natural Science","United Kingdom","1992","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Natural Science","Canada","2010","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2002","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Alberta","Canada","Canada","Female","Interdisciplinary Science","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Interdisciplinary Science","Canada","I did not complete a PhD","Non-academic researcher conducting or managing research in industry or government with >10 years of experience"
"British Columbia","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Male","Natural Science","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Female","Natural Science","Canada","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2014","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Germany","Canada","Germany","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1981","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1990","Senior academic researcher with >10 years of experience applying for research grants"
"","Bangladesh","","Male","Medicine and Life Science","Bangladesh","1991","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Medicine and Life Science","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Bangladesh","Bangladesh","Bangladesh","Male","Natural Science","Bangladesh","2014","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Hawaii","United States","United States","Female","Natural Science","United States","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Indonesia","Indonesia","Indonesia","Male","Interdisciplinary Science","Indonesia","2002","Senior academic researcher with >10 years of experience applying for research grants"
"France","Canada","France","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"California","United States","United States","Female","Natural Science","United States","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","Canada","","Female","Natural Science","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"California","United States","United States","Male","Natural Science","","2014","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United States","United Kingdom","Female","Interdisciplinary Science","United States","2006","Senior academic researcher with >10 years of experience applying for research grants"
"Florida","United States","United States","Male","Natural Science","United States","2005","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Other","Canada","2016","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2013","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Quebec","Canada","Canada","Male","Natural Science","","1997","Senior academic researcher with >10 years of experience applying for research grants"
"Nigeria","Nigeria","Nigeria","Male","Physical Science (eg. math, physics, chemistry, computer science)","Nigeria","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"British Columbia","Canada","Canada","Female","Natural Science","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Hawaii","United States","United States","Male","Medicine and Life Science","United States","2005","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Natural Science","Canada","2005","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Alabama","United States","United States","Female","Physical Science (eg. math, physics, chemistry, computer science)","United States","2002","Senior academic researcher with >10 years of experience applying for research grants"
"","United States","","Female","Physical Science (eg. math, physics, chemistry, computer science)","United States","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"California","United States","United States","Male","Physical Science (eg. math, physics, chemistry, computer science)","United States","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Spain","United States","Spain","Male","Physical Science (eg. math, physics, chemistry, computer science)","United States","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Texas","United States","United States","Male","Physical Science (eg. math, physics, chemistry, computer science)","United States","1994","Senior academic researcher with >10 years of experience applying for research grants"
"Massachusetts","United States","United States","Female","Physical Science (eg. math, physics, chemistry, computer science)","United States","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"North Carolina","United States","United States","Male","Physical Science (eg. math, physics, chemistry, computer science)","United States","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Massachusetts","United States","United States","Female","Engineering","United States","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","Canada","","Male","Medicine and Life Science","Canada","1996","Senior academic researcher with >10 years of experience applying for research grants"
"","United States","","Male","Physical Science (eg. math, physics, chemistry, computer science)","United States","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1979","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1994","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","United Kingdom","","Male","Medicine and Life Science","United Kingdom","2002","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","1980","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","2015","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Natural Science","United Kingdom","2002","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1995","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","I did not complete a PhD","Non-academic researcher conducting or managing research in industry or government with <10 years of experience"
"Massachusetts","United States","United States","Female","Physical Science (eg. math, physics, chemistry, computer science)","United States","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","1976","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1983","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1998","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","1996","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","1999","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","1993","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1992","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","1996","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","2005","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Switzerland","United Kingdom","Switzerland","Male","Medicine and Life Science","United Kingdom","2000","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Hong Kong","United Kingdom","Hong Kong","Male","Medicine and Life Science","United Kingdom","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Social Science / Humanities","United Kingdom","2014","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Switzerland","United Kingdom","Switzerland","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1990","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","2013","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","1995","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2004","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Natural Science","United Kingdom","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","1990","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1997","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","1983","Senior academic researcher with >10 years of experience applying for research grants"
"Spain","United Kingdom","Spain","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2015","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","2004","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2013","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Australia","Australia","Australia","Female","Medicine and Life Science","Australia","2015","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"China","United Kingdom","China","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1994","Senior academic researcher with >10 years of experience applying for research grants"
"Saskatchewan","Canada","Canada","Female","Engineering","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"Washington","United Kingdom","United States","Male","Medicine and Life Science","United Kingdom","2015","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Oregon","United Kingdom","United States","Male","Medicine and Life Science","United Kingdom","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","1984","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","1986","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Interdisciplinary Science","United Kingdom","2000","Senior academic researcher with >10 years of experience applying for research grants"
"Russian Federation","United Kingdom","Russian Federation","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","1991","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Natural Science","United Kingdom","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Germany","United Kingdom","Germany","Male","Medicine and Life Science","United Kingdom","2000","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","1993","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Social Science / Humanities","United Kingdom","2016","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Physical Science (eg. math, physics, chemistry, computer science)","","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","1994","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","1994","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","1985","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","2003","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Interdisciplinary Science","United Kingdom","2016","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","1969","Senior academic researcher with >10 years of experience applying for research grants"
"","United Kingdom","","Female","Engineering","United Kingdom","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Female","Interdisciplinary Science","United Kingdom","I did not complete a PhD","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Female","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1985","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","1990","Senior academic researcher with >10 years of experience applying for research grants"
"China","United Kingdom","China","Female","Interdisciplinary Science","United Kingdom","1986","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","2015","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Spain","United Kingdom","Spain","Male","Other","United Kingdom","I did not complete a PhD","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Engineering","United Kingdom","2001","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","2005","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1993","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","1997","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Illinois","United States","United States","Male","Physical Science (eg. math, physics, chemistry, computer science)","United States","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1993","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Medicine and Life Science","Canada","1990","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Natural Science","United Kingdom","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Italy","United Kingdom","Italy","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2002","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Engineering","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Interdisciplinary Science","United Kingdom","2002","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1992","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","","","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","2010","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Natural Science","United Kingdom","1991","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2013","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","2004","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","1964","Senior academic researcher with >10 years of experience applying for research grants"
"","United Kingdom","","Male","Medicine and Life Science","United Kingdom","1997","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1993","Senior academic researcher with >10 years of experience applying for research grants"
"","United Kingdom","","Male","Medicine and Life Science","United Kingdom","2013","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Interdisciplinary Science","United Kingdom","2013","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Male","Interdisciplinary Science","United Kingdom","2013","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"","United Kingdom","","Male","Engineering","United Kingdom","2016","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Female","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1997","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Social Science / Humanities","United Kingdom","2014","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","2003","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Medicine and Life Science","United Kingdom","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","2000","Senior academic researcher with >10 years of experience applying for research grants"
"Switzerland","United Kingdom","Switzerland","Male","Engineering","United Kingdom","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","1997","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Female","Social Science / Humanities","United Kingdom","2013","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Engineering","United Kingdom","2015","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
